#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NA19719	AMR	AMR	0	1e-4	0.9999	0	0	-0.1997	-4.561	13.171	-11.1669	1.9618	-6.9113	-4.4594	5.4291	-3.464	1.9316
HG03913	SAS	SAS	0	0	0	1	0	0.2076	-10.796	-16.6546	-4.1143	-0.5739	-1.407	-4.2389	5.1524	-0.1956	-3.5186
HG04061	SAS	SAS	0	0	0	1	0	1.2903	-10.4824	-22.8808	-6.7445	2.0263	-1.5924	-2.294	0.6691	-3.5123	-6.5476
HG01073	AMR	AMR	0	0	0.9424	4e-4	0.0572	5.6378	4.022	7.3461	1.6959	2.9745	-5.6275	-0.7749	6	-3.3659	0.1862
HG00118	EUR	EUR	0	0	0.0328	0	0.9672	0.64	13.1106	5.6164	8.9019	-0.7798	-1.4584	-2.5524	4.3792	-0.331	1.0853
NA18627	EAS	EAS	1	0	0	0	0	-8.9329	-44.7044	2.9083	6.4565	-0.1904	-2.4668	1.9595	2.5671	2.3105	-1.6454
HG02725	SAS	SAS	0	0	0	1	0	2.2873	-6.4312	-18.573	-4.2036	-0.7251	-4.1037	-2.2637	4.2499	-0.2193	-4.6905
HG01841	EAS	EAS	1	0	0	0	0	-5.1576	-44.136	0.4705	6.4952	7.2619	-2.4835	-4.0459	3.0714	0.1327	-2.7052
HG02799	AFR	AFR	0	1	0	0	0	61.0933	-16.9811	0.2598	1.6619	0.5562	-2.5777	-1.9521	7.4483	-2.3837	-0.1065
HG04019	SAS	SAS	0	0	0	1	0	0.8146	-6.7084	-18.2679	-4.9067	2.6612	-3.7462	-1.9396	4.3729	3.0173	-1.8598
HG02186	EAS	EAS	1	0	0	0	0	-9.1941	-44.5615	0.9935	8.5276	9.7875	-5.0797	-2.4865	5.9395	0.3769	-1.9387
HG03007	SAS	SAS	0	0	0	1	0	0.5791	-11.6353	-17.7603	-4.3219	-0.9065	-0.0043	-3.9277	2.9455	1.2415	-0.6268
HG00240	EUR	EUR	0	0	0.0065	0	0.9935	-1.111	13.2488	5.5109	7.3823	3.347	-3.9347	0.0653	3.1277	2.4326	-0.0558
HG03603	SAS	SAS	0	0	0	1	0	0.2437	-11.4504	-17.9783	-4.1855	-1.6823	-6.7646	-4.2752	3.5028	-0.0097	0.6583
HG00631	EAS	EAS	1	0	0	0	0	-7.3322	-43.5189	2.4266	8.5986	-0.5687	-0.6357	-2.8397	6.5969	1.6686	-1.7727
NA20882	SAS	SAS	0	0	0	1	0	0.8132	-1.3218	-12.9696	-2.1093	1.2143	-2.0515	-7.7472	4.3372	-2.5986	-0.5863
HG03960	SAS	SAS	0	0	0	1	0	1.19	-9.2913	-20.3734	-6.7836	-0.0946	-1.4537	-0.8771	0.0915	-0.8383	-4.0102
HG03126	AFR	AFR	0	1	0	0	0	62.767	-17.7538	0.3533	0.951	0.9524	-1.0043	-4.605	8.2499	0.5227	2.1218
NA19449	AFR	AFR	0	0.9996	4e-4	0	0	59.6368	-17.0935	0.3531	1.503	5.0031	-4.3247	-1.9703	-0.1249	0.736	-5.3911
HG03021	SAS	SAS	0	0	0	1	0	1.3256	-7.7189	-19.6913	-3.9929	2.786	-2.6172	-2.6674	2.1885	-5.1619	-2.1456
HG03667	SAS	SAS	0	0	0	1	0	1.1925	-9.6753	-21.7388	-4.2776	4.3449	-7.2398	-0.1848	4.326	1.6176	0.9282
HG03437	AFR	AFR	0	1	0	0	0	62.4115	-18.8092	-0.3563	2.2936	1.2734	-1.5271	0.424	3.5534	-0.1447	-0.7411
HG02477	AFR	AFR	0	0.9996	4e-4	0	0	55.1882	-13.6683	0.7612	2.299	4.9429	-3.0705	-2.8059	4.2921	-1.5904	-3.1295
HG01572	AMR	AMR	0	3e-4	0.9997	0	0	-7.2034	-21.8582	24.1448	-37.3925	4.3032	-1.4599	-4.4298	4.3673	-1.7414	-3.0933
HG01136	AMR	AMR	0	0	1	0	0	4.2838	-0.0948	11.2529	-4.0392	5.6054	-6.6969	-2.1701	6.0323	-2.7956	-3.5366
NA18956	EAS	EAS	1	0	0	0	0	-6.8849	-43.5196	2.1217	5.9117	-8.7222	-1.8446	-5.5235	7.0467	1.7583	-0.9271
HG03109	AFR	AFR	0	1	0	0	0	62.7714	-18.3326	0.4522	0.7272	0.3311	-1.7508	-6.9281	2.4433	4.4395	-3.4729
HG03781	SAS	SAS	0	0	0	1	0	1.5917	-8.8444	-18.8216	-6.2384	-1.0448	-0.7901	-1.9771	3.2646	1.6708	-3.5744
HG00107	EUR	EUR	0	0	0.0037	0	0.9963	-1.0505	13.7264	6.9108	9.7283	4.3309	-2.2116	-3.7339	6.0561	0.7523	-5.3964
NA18934	AFR	AFR	0	1	0	0	0	65.0359	-16.6219	0.7754	1.1475	3.466	-4.8495	-5.4796	5.3408	-1.8637	-2.1685
HG01085	AMR	AMR	0	0	0.9991	0	9e-4	7.8467	4.4424	6.8486	2.8808	0.2943	-6.3504	-6.532	8.4693	-3.0856	-3.9663
HG02816	AFR	AFR	0	1	0	0	0	61.0333	-16.6214	0.2365	2.0874	0.4768	-2.4859	0.4682	4.2372	-2.9185	0.1912
HG03760	SAS	SAS	0	0	0	1	0	-0.1182	-8.5943	-19.8671	-5.5421	0.1222	-2.8919	-3.6178	3.132	1.9505	-3.8081
NA20881	SAS	SAS	0	0	0	1	0	0.8395	-1.3807	-15.8085	-2.0948	-2.7857	-1.6333	-5.0752	7.1319	1.9089	-0.276
HG01979	AMR	AMR	0	0.0018	0.9982	0	0	-4.576	-13.4584	17.4904	-25.9824	-0.1952	-3.179	-5.1747	3.4219	0.1375	-1.7416
HG01886	AFR	AFR	0	1	0	0	0	54.6925	-14.1043	-0.0152	0.429	-0.216	-3.2265	-2.479	6.6742	1.3113	2.5343
HG02371	EAS	EAS	1	0	0	0	0	-7.7949	-45.3982	2.1122	7.1276	11.0293	-2.529	-1.4358	4.4727	-0.6932	-0.202
HG00282	EUR	EUR	0	0	0.0032	0	0.9968	-1.2495	9.2456	6.5042	9.7324	2.1204	7.5214	-1.7651	3.2009	-0.2702	0.7923
HG04161	SAS	SAS	0	0	0	1	0	-0.5814	-12.6199	-16.538	-3.8324	-0.0109	-1.1553	-9.1305	2.5292	-0.453	-3.0773
HG02789	SAS	SAS	0	0	0	1	0	2.7527	-7.6948	-18.0865	-3.746	0.1719	-0.0465	-8.538	6.0049	1.7026	-1.0834
HG03130	AFR	AFR	0	1	0	0	0	61.848	-18.8104	0.1798	1.3398	2.2973	-2.2187	-4.5121	6.5278	-0.9575	-1.0784
NA20783	EUR	EUR	0	0	0.0101	0	0.9899	0.9205	12.9308	4.0822	9.7065	3.2759	-5.8781	-0.5793	1.8788	-4.22	0.8848
HG00524	EAS	EAS	1	0	0	0	0	-8.7056	-44.6864	2.5031	6.8881	2.7814	-1.1099	-5.063	2.3961	-0.9525	-0.0051
HG02019	EAS	EAS	1	0	0	0	0	-7.1758	-43.4721	2.5073	6.8074	6.7199	-2.7599	-3.3512	5.7573	0.3783	-1.6734
NA20542	EUR	EUR	0	0	0.0014	0	0.9986	1.12	11.6892	2.7726	8.7163	1.2831	-3.6043	-2.3421	3.4302	1.5596	-2.231
HG02188	EAS	EAS	1	0	0	0	0	-7.2764	-44.1369	0.9453	7.398	10.5213	-5.4742	-4.0973	6.4222	0.8957	-3.3744
HG03432	AFR	AFR	0	1	0	0	0	61.9451	-15.8439	1.4607	0.2872	1.0606	-2.5729	-1.9814	5.6543	-4.1416	-1.0937
HG02861	AFR	AFR	0	1	0	0	0	61.5473	-16.4558	1.43	2.4219	0.1666	-2.9615	2.0544	4.2532	-4.726	0.8092
NA20785	EUR	EUR	0	0	3e-4	0	0.9997	0.0353	12.1936	3.7454	8.1951	2.6005	-7.2632	-5.7472	1.125	-1.1722	-1.7559
NA20896	SAS	SAS	0	0	0	1	0	-0.2671	-4.8981	-18.5337	-5.7669	3.7872	-0.2358	-5.9389	7.4785	-1.8499	2.5225
HG03784	SAS	SAS	0	0	0	1	0	1.0182	-8.8203	-21.8258	-7.8317	4.1054	-2.6485	1.8156	8.2212	0.877	1.9374
HG00608	EAS	EAS	1	0	0	0	0	-8.1963	-45.4284	2.9125	7.2607	1.4874	-3.0787	-2.9708	5.7275	-1.7511	1.1011
NA21095	SAS	SAS	0	0	0	1	0	2.2906	-6.716	-18.0921	-5.8959	1.4007	0.1642	-4.4932	4.366	-4.6601	1.8654
HG01527	EUR	EUR	0	0	0.1947	0	0.8053	2.4551	12.5982	4.7895	7.9357	5.1256	-7.6616	-6.5199	5.8103	-0.2043	-1.1651
HG02690	SAS	SAS	0	0	0	1	0	1.0403	0.0688	-13.1927	-1.4124	-2.751	-3.5899	-3.2879	3.2341	-3.9383	0.732
HG02973	AFR	AFR	0	0.9999	1e-4	0	0	61.8036	-17.5459	-0.3731	-0.0185	2.4567	-2.4454	-5.5653	7.3721	1.117	-1.6928
NA18987	EAS	EAS	1	0	0	0	0	-8.2237	-42.3334	3.2762	4.8739	-5.4752	0.0593	-6.2277	2.7964	-1.2386	-1.1057
HG03873	SAS	SAS	0	0	0	1	0	2.1533	-8.6137	-20.3539	-4.6844	-0.3781	0.8901	-0.6279	1.8633	4.0953	-7.388
NA19664	AMR	AMR	0	0.0046	0.9954	0	0	-0.535	-9.6881	12.6197	-13.4862	-0.8413	-4.4148	1.5868	5.2243	-0.7301	-4.1325
HG02722	AFR	AFR	0	0.9999	1e-4	0	0	61.991	-16.6746	-0.2045	1.9232	1.0876	-3.4447	-1.6433	6.6617	-2.3869	-2.6588
NA18504	AFR	AFR	0	1	0	0	0	62.2871	-16.5519	0.555	0.3586	0.4397	-2.2108	-6.5655	7.3284	-1.7702	-3.7486
NA10847	EUR	EUR	0	0	0.0179	0	0.9821	0.5872	13.4018	5.9162	6.3864	-0.3901	-0.7408	-3.8077	5.7191	-4.2173	-3.1172
NA18992	EAS	EAS	1	0	0	0	0	-7.2491	-43.8911	2.3225	7.4943	-7.8883	-4.4825	-9.8226	4.3002	-2.5607	2.7835
HG03112	AFR	AFR	0	1	0	0	0	62.8555	-17.3816	1.2617	1.0577	1.4427	-2.3592	-4.9419	5.9341	0.2934	-4.9659
HG00732	AMR	AMR	0	1e-4	0.9807	0	0.0191	4.2046	3.9922	6.0828	2.5268	5.1576	-9.2198	-1.3795	6.8777	1.6169	2.2214
HG00122	EUR	EUR	0	0	0.0069	0	0.9931	-0.3653	11.2599	6.4201	8.2301	1.8422	-1.1531	-1.4067	2.1171	-2.7227	-4.1292
HG01844	EAS	EAS	1	0	0	0	0	-7.2853	-42.2928	0.4042	6.6565	4.345	-1.7429	-4.5016	6.3343	3.2521	2.5208
HG01102	AMR	AMR	0.0012	0.0026	0.7673	1e-4	0.2287	9.0044	4.4551	7.0789	1.3258	4.4626	-4.3476	1.4771	1.7671	-2.6316	2.943
NA19916	AFR	AFR	0	0.9996	4e-4	0	0	56.2889	-14.5129	1.5501	1.4731	1.9345	-2.3185	-4.1341	4.7971	0.0842	-1.0279
HG00320	EUR	EUR	0	0	0.0966	0	0.9034	-0.6182	9.0506	5.2227	8.3303	1.9847	4.1058	-1.9418	0.952	-0.8146	1.7261
HG02727	SAS	SAS	0	0	0	1	0	1.1475	-7.8528	-17.0984	-5.3958	3.6113	-3.4096	-3.0184	4.4029	-5.3222	-6.2699
NA18942	EAS	EAS	1	0	0	0	0	-6.7024	-43.0215	1.8713	5.9295	-4.8216	0.6569	-6.0766	1.2778	-0.0788	1.3872
NA19922	AFR	AFR	0	0.9954	0.0046	0	0	45.0631	-9.1053	0.8712	2.3421	-0.8995	-1.1901	-2.1127	5.4065	-0.5464	-2.6163
HG01326	AMR	AMR	0	1e-4	0.6155	2e-4	0.3841	5.8442	3.9851	8.9899	0.1473	2.8407	-3.6583	-2.8303	1.3287	5.0649	2.1271
HG01121	AMR	AMR	0	0	1	0	0	0.1409	-0.3107	10.4905	-5.7779	2.2256	-4.9193	-1.8881	1.8309	-4.1731	-0.3737
HG02493	SAS	SAS	0	0	0	1	0	2.9075	-3.406	-15.5799	-2.5149	3.9405	-0.6457	-5.333	5.9087	-3.9421	3.009
HG00611	EAS	EAS	1	0	0	0	0	-8.268	-44.4986	4.6463	7.2332	-0.1463	-6.3584	-2.7572	4.2187	-5.8369	-1.8374
NA18915	AFR	AFR	0	0.9998	2e-4	0	0	62.503	-18.3642	1.0952	0.5797	3.8216	-1.2784	-4.3025	5.9714	0.5226	-4.7027
HG03976	SAS	SAS	0	0	0	1	0	2.3318	-9.0149	-20.1894	-5.9715	2.0289	-3.613	-2.2426	2.8093	-2.9728	-5.235
HG04038	SAS	SAS	0	0	0	1	0	0.6822	-10.5536	-19.9014	-3.3587	2.3759	-4.2206	-2.0588	-1.8467	3.2547	-0.3993
HG01951	AMR	AMR	0	2e-4	0.9998	0	0	-5.5058	-23.9483	22.3852	-38.7826	2.2144	-2.9336	1.3286	1.7114	-4.4475	-1.1066
HG02282	AFR	AFR	0	0.9977	0.0023	0	0	49.3544	-11.3981	1.3351	1.083	-2.0801	-3.3254	-5.8534	2.8167	-3.6213	-3.2878
NA18548	EAS	EAS	1	0	0	0	0	-7.4987	-42.7244	2.9651	6.4814	-0.8521	1.1817	-8.3921	3.291	-3.0667	-2.4832
HG00451	EAS	EAS	1	0	0	0	0	-7.0025	-44.941	1.9973	6.1326	3.9945	-2.8769	-4.3537	7.22	-2.1225	-6.1785
HG00403	EAS	EAS	1	0	0	0	0	-7.3447	-43.9543	2.2134	4.6492000000000004	0.6111	-0.8184	-2.3105	7.1018	-3.3369	1.4207
HG00355	EUR	EUR	0	0	0	0	1	0.9204	11.5012	4.7966	8.6466	0.1597	5.9826	-1.8894	4.8127	3.8957	-1.9931
NA20412	AFR	AFR	0	0.9405	0.0595	0	0	47.1312	-12.6224	2.1049	0.5532	4.2824	0.1948	-5.8969	2.6762	-3.4228	-1.8005
HG01869	EAS	EAS	1	0	0	0	0	-7.0983	-43.4846	0.8151	8.7195	7.2122	-4.9623	-3.7679	5.7888	-2.1741	2.0422
HG00663	EAS	EAS	1	0	0	0	0	-7.2831	-44.0866	1.7869	5.9458	4.4841	-3.1777	-4.8026	6.4656	-2.8972	-2.8159
HG01305	AMR	AMR	5e-4	0.001	0.9215	0.0046	0.0724	8.1398	0.9813	9.4794	-2.2264	3.3305	-1.6481	-2.4476	7.0078	2.53	1.3165
NA11920	EUR	EUR	0	0	0.038	0	0.962	-0.6289	12.1542	4.9954	10.2671	1.4907	-0.8803	0.1872	6.73	3.5301	0.7526
NA19209	AFR	AFR	0	0.999	0.001	0	0	63.603	-18.9682	0.3664	1.6338	3.7395	-1.9122	-8.0624	2.0099	-1.4995	-3.73
HG01628	EUR	EUR	0	0	0.0031	0	0.9969	6.193	11.0133	4.7154	10.3996	2.519	-8.2124	-2.4153	1.8316	-4.6184	-1.873
HG02025	EAS	EAS	1	0	0	0	0	-7.7341	-43.4419	3.0287	8.4563	7.7504	-5.1209	-5.3765	5.3713	1.7563	-4.5949
NA19901	AFR	AFR	0	0.9986	0.0014	0	0	54.3769	-15.4788	1.5911	-0.062	2.7001	-1.2738	-3.6624	6.3598	1.2689	-1.5845
NA18642	EAS	EAS	1	0	0	0	0	-6.3275	-42.0689	3.296	4.9765	0.2313	0.3677	-3.0465	2.3755	-3.1307	-0.0624
HG00188	EUR	EUR	0	0	0	0	1	0.1463	9.9269	6.8393	7.0319	1.832	4.6915	-6.1104	6.7805	1.1102	-0.2099
NA20504	EUR	EUR	0	0	6e-4	0	0.9994	-0.5089	10.809	3.5272	7.4853	3.4655	-9.2147	-5.9765	2.5214	-4.8282	-2.5798
HG02461	AFR	AFR	0	1	0	0	0	61.5155	-18.1176	-0.821	0.9603	0.6347	-1.0934	-1.4606	3.4064	-2.0876	0.898
HG00257	EUR	EUR	0	0	0.039	0	0.961	0.5582	12.9206	5.4909	8.7757	1.6212	-3.0092	-0.835	2.8562	0.5902	0.1842
NA20775	EUR	EUR	0	1e-4	0.0797	0	0.9202	2.9546	12.7189	3.0382	8.1453	2.2652	-6.9675	-3.9393	6.7263	-2.0327	-1.3566
NA19072	EAS	EAS	1	0	0	0	0	-7.144	-42.5036	1.5353	4.792	-7.1973	-4.4586	-7.0015	7.0161	-0.0959	-4.302
HG01083	EUR	AMR	0	0	0.3968	0	0.6031	7.6073	3.8602	7.7763	0.3022	0.2232	-8.6713	0.7907	6.7987	1.9793	2.9926
NA20588	EUR	EUR	0	0	0.0101	0	0.9899	1.8676	11.9583	4.2995	10.5479	-0.464	-7.5571	-2.8034	3.2358	-0.2872	0.08
HG01519	EUR	EUR	0	0	0.0164	0	0.9836	0.0696	13.9937	4.8901	9.3817	2.1514	-6.4508	-1.4563	4.958	-1.0532	-9.7399
HG01845	EAS	EAS	1	0	0	0	0	-5.5087	-41.763	2.6138	7.4704	8.4866	-4.99	-2.1371000000000002	8.483	0.116	-3.2382
HG03169	AFR	AFR	0	0.9993	7e-4	0	0	62.8382	-18.445	0.6375	2.6739	1.653	-2.5694	-5.5233	3.2218	2.075	-1.2411
NA19740	AMR	AMR	0	2e-4	0.9998	0	0	-2.9341	-17.945	19.8943	-24.346	1.1349	-2.6032	-6.6769	2.8075	-0.0936	0.5831
NA18940	EAS	EAS	1	0	0	0	0	-7.0669	-43.4358	2.1297	5.5514	-4.1208	-5.3929	-4.974	1.5611	-2.2087	-1.6677
HG01619	EUR	EUR	0	0	0.0014	0	0.9986	3.513	14.852	5.7832	9.6363	2.3332	-10.2009	-4.3764	9.0625	-3.402	-3.3636
HG00176	EUR	EUR	0	0	1e-4	0	0.9999	-3.9354	8.0719	6.6742	7.4628	7.1765	9.4387	-2.9329	2.1636	1.5256	0.2139
HG03861	SAS	SAS	0	0	0	1	0	2.5782	-7.2422	-21.8651	-7.9116	1.9527	-1.8288	-1.6211	6.9492	-8.9124	1.8577
HG02223	EUR	EUR	0	0	0.0014	0	0.9986	1.3072	12.3788	6.0939	8.9839	2.4411	-8.2671	-10.6089	6.7947	1.5143	-0.6071
NA19095	AFR	AFR	0	1	0	0	0	63.1573	-18.973	0.385	0.5556	2.4037	-0.6599	-5.1732	6.3918	-2.4834	-2.2333
HG02613	AFR	AFR	0	1	0	0	0	59.796	-16.8856	-0.1193	1.5666	1.6788	-0.281	-1.9237	4.8932	0.0361	-0.7455
HG00151	EUR	EUR	0	0	0.0276	0	0.9724	-1.1601	11.5063	4.3547	7.2791	-0.1669	-0.564	-8.7308	5.45	1.6586	2.7839
NA18592	EAS	EAS	1	0	0	0	0	-8.2746	-44.3314	2.3878	6.6972	2.0786	-0.4614	-0.36870000000000003	5.4039	0.6642	2.9162
HG03787	SAS	SAS	0	0	0	1	0	2.6907	-9.7331	-20.3129	-6.2426	3.1626	-4.5043	-3.0753	-0.4738	-2.7106	-1.1924
HG03809	SAS	SAS	0	0	0	1	0	1.2144	-11.6207	-16.5835	-4.4939	3.3146	-2.8798	-3.5486	-1.5679	-3.7315	1.2271
HG02555	AFR	AFR	0	0.9987	0.0013	0	0	54.6721	-15.9539	1.6143	1.9443	-1.2369	-2.8025	-5.4567	5.3635	1.5554	-1.9
HG02836	AFR	AFR	0	1	0	0	0	63.1295	-17.4972	-0.0399	1.478	2.459	-1.8586	-2.2123	4.0179	-3.5225	1.4108
NA18991	EAS	EAS	1	0	0	0	0	-6.9752	-44.255	4.1156	5.7159	-7.4327	-3.3945	-2.8436	6.6085	-1.2324	-3.7328
NA19081	EAS	EAS	1	0	0	0	0	-7.3819	-41.3674	1.5218	4.1794	-9.2642	-2.8168	-6.6695	3.0247	-1.1828	-3.6381
NA19086	EAS	EAS	1	0	0	0	0	-7.0426	-44.9668	2.0843	5.1512	-5.2752	-5.0216	-4.9187	2.3447	-2.7	-2.7321
NA20885	SAS	SAS	0	0	0	1	0	1.4104	-2.5362	-14.3852	-3.0568	-0.3132	-0.7102	-6.1667	2.3865	1.0363	-0.0827
HG03354	AFR	AFR	0	0.9999	1e-4	0	0	62.6308	-18.465	-1.3388	0.8845	1.7841	-4.7743	-3.5569	5.9584	0.9189	-1.2844
NA18636	EAS	EAS	1	0	0	0	0	-7.6723	-45.405	4.3894	8.9687	5.1201	-3.009	-4.6179	4.8771	0.3238	-2.2375
HG01583	SAS	SAS	0	0	0	1	0	1.7482	-1.6825	-13.1293	-3.3216	-0.7792	-2.8771	-5.1518	1.9175	-6.0795	-0.8959
HG01110	AMR	AMR	0	0.0129	0.9871	0	0	7.4534	4.4851	7.6408	1.9184	0.0447	-3.8275	-5.0465	2.0886	0.9297	-0.9887
HG01164	EUR	AMR	0	0	0.0647	0	0.9353	5.6212	6.2184	8.4426	3.28	-1.0488	-8.2112	-3.3244	6.409	-3.6266	2.6761
HG02047	EAS	EAS	1	0	0	0	0	-7.4087	-43.9967	-0.3603	8.1717	5.9633	-5.8731	-7.563	3.7148	-3.0758	-1.8871
NA19428	AFR	AFR	0	0.9998	2e-4	0	0	59.4694	-17.4035	0.9678	1.1174	3.1502	-4.0273	-4.5294	3.5902	0.0463	-2.6033
NA19625	AFR	AFR	0	0.9421	0.0579	0	0	39.1453	-17.8411	4.0881	-5.8811	0.4774	-3.5368	-4.2479	6.9719	-1.1744	0.1054
HG04003	SAS	SAS	0	0	0	1	0	-0.4028	-6.1667	-16.5001	-4.1202	1.9023	-1.1287	-3.2429	8.5917	3.1184	-0.4934
HG01747	EUR	EUR	0	0	0.0063	0	0.9937	1.0959	12.4461	5.6003	8.0349	-1.0587	-3.2523	-4.8048	4.9609	-5.2363	0.0025
NA18519	AFR	AFR	0	1	0	0	0	63.2467	-18.3848	0.2517	1.5304	2.5651	-1.4244	0.0884	4.0742	-1.1889	-1.4538
HG02086	EAS	EAS	1	0	0	0	0	-7.587	-42.9032	1.0233	7.1122	8.6854	-6.3164	-4.4162	5.2926	-1.8658	1.1301
HG02580	AFR	AFR	0	0.9992	8e-4	0	0	51.8655	-12.9792	0.5589	3.6058	2.5759	-3.1946	-4.123	-0.1333	-0.1888	-2.8599
NA18950	EAS	EAS	1	0	0	0	0	-5.5059	-43.0514	5.4408	6.6023	-7.8254	-2.2361	-5.307	4.3616	3.0322	-3.0391
HG02968	AFR	AFR	0	0.9996	4e-4	0	0	63.7574	-17.625	1.3942	1.8916	4.0713	-2.2785	-7.2825	7.421	-0.8198	-0.4124
HG02364	EAS	EAS	1	0	0	0	0	-6.0465	-45.3554	0.9861	9.287	7.9698	-3.9355	-4.5607	6.6892	-0.2361	0.1649
HG00379	EUR	EUR	0	0	0.0535	0	0.9465	-1.1978	8.2676	5.2458	7.0041	2.7308	5.0987	-5.2685	3.1532	0.0888	-2.123
HG02679	AFR	AFR	0	1	0	0	0	60.0669	-17.4478	-0.9051	1.9276	0.2432	-3.7523	-1.4884	6.9883	-3.7214	-1.9765
NA20863	SAS	SAS	0	0	0	1	0	1.758	-4.3915	-18.3261	-4.7865	2.691	-3.0078	-5.9731	7.0224	-2.6659	-3.7491
HG00096	EUR	EUR	1e-4	4e-4	0.2001	4e-4	0.799	0.8117	13.2144	5.2346	9.2631	-0.3848	-2.8463	-1.7287	6.1448	2.3391	-2.7676
HG03716	SAS	SAS	0	0	0	1	0	1.9649	-4.0771	-15.0298	-4.902	0.7429	-1.0378	-3.5327	3.5052	-1.8158	-4.0974
HG02154	EAS	EAS	1	0	0	0	0	-8.966	-44.4161	1.1459	6.5331	6.7688	-7.7211	-1.8897	5.6168	-4.7315	-1.599
NA20769	EUR	EUR	0	0	0.1634	0	0.8366	0.075	13.204	4.6086	7.9489	3.2984	-6.5414	-3.3256	3.054	-2.2091	0.6002
NA20514	EUR	EUR	0	0	0.3003	1e-4	0.6995	-0.3292	12.4973	0.8968	8.6465	1.1226	-7.5662	-5.2639	4.8396	-1.8999	-2.0948
HG04033	SAS	SAS	0	0	0	1	0	0.718	-9.8353	-19.3707	-5.283	1.8473	-6.5702	-2.6942	-0.5588	-4.429	-7.7808
HG03449	AFR	AFR	0	0.9999	1e-4	0	0	63.8276	-17.3635	0.8875	2.6053	2.3494	-1.6973	-0.5908	4.8015	-3.1703	-3.0357
HG01859	EAS	EAS	1	0	0	0	0	-6.0119	-43.4004	1.0705	8.0335	6.2276	-1.7825	-7.567	3.0859	0.1045	-2.6887
HG01131	AMR	AMR	0	2e-4	0.9998	0	0	3.1188	0.7247	9.7709	-3.9736	1.9367	-7.7809	-5.7119	6.0644	0.1443	-0.2756
HG03538	AFR	AFR	0	1	0	0	0	61.5119	-16.6814	-0.7121	1.1859	1.1297	-2.384	-0.9546	4.3504	-6.5187	3.5121000000000002
HG03095	AFR	AFR	0	0.9999	1e-4	0	0	62.3103	-17.5512	-0.6693	0.8888	3.4022	-0.1532	-1.4142	4.0698	-2.5623	-4.1342
NA19734	AMR	AMR	0	0.0094	0.9906	0	0	-4.8268	-10.9009	16.5803	-19.7505	1.6996	-8.3334	-4.316	3.1855	-2.0144	-0.2575
HG01097	AMR	AMR	0	4e-4	0.9996	0	0	7.6612	4.4561	7.5137	1.6643	2.5521	-3.4929	-0.0029	4.3424	0.8558	-1.1054
NA20581	EUR	EUR	0	0	0.1123	0	0.8877	1.2249	13.7343	3.0815	9.0162	1.3145	-8.7287	-3.3222	1.8223	-0.0443	-0.972
HG01980	AMR	AMR	0	0.0013	0.9987	0	0	-5.1484	-14.7443	18.1505	-27.699	1.1026	-2.0597	-3.4059	5.0693	0.4484	-4.6975
HG01497	AMR	AMR	0	0.001	0.999	0	0	-0.5385	-2.4792	12.567	-7.7643	0.6804	-4.627	-4.0048	5.1009	-4.4185	-0.1033
HG00625	EAS	EAS	1	0	0	0	0	-7.6166	-45.4396	0.6705	8.2276	4.3575	-2.3895	-2.0431	6.6231	1.6333	-3.0559
NA19307	AFR	AFR	0	0.9999	1e-4	0	0	58.3602	-15.6944	-0.8997	1.6199	5.2588	-1.5264	-6.3268	2.9208	1.1927	-1.0589
NA20756	EUR	EUR	0	0	0.1897	0	0.8103	2.7964	10.9393	2.692	9.0573	-1.231	-6.5663	-3.2178	3.3409	-2.6208	-2.7151
NA18983	EAS	EAS	1	0	0	0	0	-8.3428	-43.9885	3.3749	5.1503	-7.1786	-1.6544	-2.3961	2.4367	-1.3939	-0.4424
HG01389	AMR	AMR	0.0018	0.0157	0.6618	8e-4	0.3199	4.1026	6.2651	7.4551	-0.122	2.2245	-3.6277	-2.5314	5.8537	1.1645	-3.3882
NA20126	AFR	AFR	0	0.9995	5e-4	0	0	41.2997	-8.2103	2.1921	3.659	2.6896	-0.6579	-5.2862	6.3029	0.946	-0.6146
HG00272	EUR	EUR	0	0	1e-4	0	0.9999	-2.1869	5.9892	5.5679	8.6879	7.1038	8.7668	-0.6621	0.7078	1.8204	-1.0996
HG04107	SAS	SAS	0	0	0	1	0	0.7516	-7.8862	-19.7683	-6.4714	0.5156	-1.6959	-3.9275	5.1	-0.1936	-0.7328
HG01054	AMR	AMR	0	0	0.9942	1e-4	0.0057	4.2365	5.5532	7.5903	-0.2879	1.0772	-0.9242	-5.095	3.1575	3.0357	0.983
NA18644	EAS	EAS	1	0	0	0	0	-7.1554	-43.5988	2.726	7.5274	2.2494	0.337	-2.1758	1.1483	-1.8069	-3.9375
NA18595	EAS	EAS	1	0	0	0	0	-9.361	-41.8483	2.7798	7.7537	-5.1694	-1.4713	-4.673	2.1081	-4.0349	-6.1565
NA20770	EUR	EUR	0	0	0.0086	0	0.9914	0.9333	12.9253	3.1461	8.1462	-0.0574	-8.7774	-2.6966	3.4294	-5.5311	-3.1174
NA20887	SAS	SAS	0	0	0	1	0	1.3556	-6.1354	-15.4004	-2.7172	2.1742	-5.0116	-0.0662	2.5854	-2.7322	-1.0771
